date,lme_copper_cash_settlement,lme_copper_3_month,lme_copper_stock
9/3/2009,6280,6281,306350
9/2/2009,6080,6085,302950
9/1/2009,6240.5,6261,299950
8/28/2009,6490.5,6500,298925
8/27/2009,6261,6290,297550
8/26/2009,6305,6310,296400
8/25/2009,6285.5,6310,296600
8/24/2009,6361,6362,292725
8/21/2009,6135,6160,293125
8/20/2009,6122,6122,293250
8/19/2009,5947,5945,292000
8/18/2009,6116,6121.5,292750
8/17/2009,6096,6076,294050
8/14/2009,6386,6400,292875
8/13/2009,6419,6415.5,291975
8/12/2009,6029,6026.5,292400
8/11/2009,6136,6137,291175
8/10/2009,6197,6201,291275
8/7/2009,5964,5971,292125
8/6/2009,6035,6038,284375
8/5/2009,6132,6139,285100
8/4/2009,5917,5923,285900
8/3/2009,5972,5985,282125
7/31/2009,5750,5710,280875
7/30/2009,5497,5501,278050
7/29/2009,5410.5,5421,278350
7/28/2009,5615,5625,278925
7/27/2009,5615,5621,277425
7/24/2009,5551,5550.5,273950
7/23/2009,5474,5485.5,271725
7/22/2009,5342,5361,268500
7/21/2009,5345,5356,266425
7/20/2009,5400,5420,265950
7/17/2009,5230,5233,264150
7/16/2009,5231.5,5235,260875
7/15/2009,5181.5,5175,261100
7/14/2009,5011,4982,256900
7/13/2009,4883,4882.5,257225
7/10/2009,4840,4830,258575
7/9/2009,4821,4825,261975
7/8/2009,4850,4865.5,265350
7/7/2009,5012,5030,265925
7/6/2009,4859,4861,269175
7/3/2009,4991,5000,268275
7/2/2009,5006,5020,264225
7/1/2009,5042,5052,265725
6/30/2009,5108,5102,265950
6/29/2009,5085.5,5101,267300
6/26/2009,5101.5,5120,270250
6/25/2009,5023.5,5035,271600
6/24/2009,4890.5,4915.5,275050
6/23/2009,4810,4825,276275
6/22/2009,4821,4850,277600
6/19/2009,5020,5040,280350
6/18/2009,4901,4922,281600
6/17/2009,4903,4925,283175
6/16/2009,5049,5070,285050
6/15/2009,5075,5085,286975
6/12/2009,5240.5,5255,290275
6/11/2009,5266,5290,293175
6/10/2009,5180,5192,294275
6/9/2009,5047,5065,296350
6/8/2009,4936,4960,297850
6/5/2009,5055,5056,299975
6/4/2009,4870,4890,303200
6/3/2009,4951.5,4969,306525
6/2/2009,5026,5045,309225
6/1/2009,4947,4955.5,311975
5/29/2009,4776,4787,312275
5/28/2009,4637,4660,317125
5/27/2009,4661,4655,319275
5/26/2009,4538,4560.5,326575
5/22/2009,4586,4591,333375
5/21/2009,4504,4520,336075
5/20/2009,4539,4550,341475
5/19/2009,4601,4632,348825
5/18/2009,4400,4420,353550
5/15/2009,4348,4351,357800
5/14/2009,4309,4323,370650
5/13/2009,4508,4530,373750
5/12/2009,4626,4659,379025
5/11/2009,4527,4540,385175
5/8/2009,4752,4764,389000
5/7/2009,4760,4780,393900
5/6/2009,4591,4596,402150
5/5/2009,4640,4637,394925
5/1/2009,4501,4516,398700
4/30/2009,4515,4491,405775
4/29/2009,4300.5,4296,411450
4/28/2009,4185,4182,420275
4/27/2009,4305.5,4306,425275
4/24/2009,4362,4355.5,429550
4/23/2009,4541,4549,440475
4/22/2009,4447,4441,450100
4/21/2009,4402.5,4405,457300
4/20/2009,4636,4645,462325
4/17/2009,4725,4721,469625
4/16/2009,4766,4769,475200
4/15/2009,4750,4770,480400
4/14/2009,4582,4620,492000
4/9/2009,4465,4496,496775
4/8/2009,4305,4340,504200
4/7/2009,4309,4335.5,501900
4/6/2009,4330.5,4355.5,504825
4/3/2009,4130,4161,502150
4/2/2009,4110.5,4136,506975
4/1/2009,3963.5,4005,501775
3/31/2009,4035,4051,499625
3/30/2009,3872,3930,501400
3/27/2009,3946,3995,500750
3/26/2009,4078,4115,503900
3/25/2009,3890,3929,503675
3/24/2009,3911,3950,505425
3/23/2009,4006.5,4046,508325
3/20/2009,3911,3960,503950
3/19/2009,3930,3980,493450
3/18/2009,3740,3763,495150
3/17/2009,3761,3801,494525
3/16/2009,3690,3755,494850
3/13/2009,3671,3692,497625
3/12/2009,3494,3525.5,504325
3/11/2009,3636,3666,501875
3/10/2009,3667.5,3708,512025
3/9/2009,3567,3600,518700
3/6/2009,3693,3725,522025
3/5/2009,3640.5,3665,525200
3/4/2009,3545,3570,526025
3/3/2009,3480,3500,530875
3/2/2009,3330,3355.5,536675
2/27/2009,3390,3421,542300
2/26/2009,3443,3466,545475
2/25/2009,3350.5,3390,548400
2/24/2009,3190.5,3216,546600
2/23/2009,3205.5,3236,544650
2/20/2009,3150,3171.5,545600
2/19/2009,3291,3326,528250
2/18/2009,3151.5,3196.5,525300
2/17/2009,3271,3301,526425
2/16/2009,3271.5,3325,523325
2/13/2009,3407,3450,519550
2/12/2009,3350.5,3395,516675
2/11/2009,3377,3416,516450
2/10/2009,3461,3500,514425
2/9/2009,3527,3561.5,507775
2/6/2009,3440.5,3482,504625
2/5/2009,3350.5,3391,502600
2/4/2009,3320,3390,499950
2/3/2009,3201,3231,495300
2/2/2009,3145.5,3184,491200
1/30/2009,3106,3150,491525
1/29/2009,3125.5,3168,477675
1/28/2009,3295,3339,454925
1/27/2009,3330.5,3376.5,451800
1/26/2009,3281,3321,439425
1/23/2009,3050.5,3086,424625
1/22/2009,3155,3205,422450
1/21/2009,3211,3250.5,417475
1/20/2009,3275.5,3301,409100
1/19/2009,3321,3320,393675
1/16/2009,3343,3400,391525
1/15/2009,3210.5,3240.5,387325
1/14/2009,3274,3315,382150
1/13/2009,3139,3162,374850
1/12/2009,3171.5,3210,369500
1/9/2009,3280,3330,363575
1/8/2009,3170.5,3210,357700
1/7/2009,3390.5,3434,351325
1/6/2009,3332,3370,343500
1/5/2009,3101.5,3160,342050
1/2/2009,3071,3131,340550
12/31/2008,2902,2935,339775
12/30/2008,2812,2850,337350
12/29/2008,2843,2882,336700
12/24/2008,2770,2820,331450
12/23/2008,2850.5,2875,328200
12/22/2008,2910.5,2960,327500
12/19/2008,2826,2870.5,324300
12/18/2008,2885.5,2920.5,324175
12/17/2008,3000,3041.5,321900
12/16/2008,3020.5,3065,318625
12/15/2008,3075.5,3130,314825
12/12/2008,2982,3021,306825
12/11/2008,3232.5,3261,302850
12/10/2008,3180.5,3216,303600
12/9/2008,3120,3137,302575
12/8/2008,3141,3192,300725
12/5/2008,3050.5,3077,297300
12/4/2008,3360.5,3395,292975
12/3/2008,3423,3456,292775
12/2/2008,3530.5,3559,293025
12/1/2008,3595.5,3625,291200
11/28/2008,3581,3625,291650
11/27/2008,3665,3695,288725
11/26/2008,3742,3790,286350
11/25/2008,3565.5,3601,287225
11/24/2008,3715.5,3756,284400
11/21/2008,3470.5,3510,283125
11/20/2008,3430.5,3475,281625
11/19/2008,3565,3611,280050
11/18/2008,3511,3590.5,278575
11/17/2008,3580.5,3680,275900
11/14/2008,3722,3785,274100
11/13/2008,3591,3660,272625
11/12/2008,3592,3635,270100
11/11/2008,3690.5,3715,265475
11/10/2008,4005,4026,260850
11/8/2008,3761,3815,254800
11/7/2008,3761,3815,254800
11/6/2008,3890,3925,252550
11/5/2008,4071,4091,247475
11/4/2008,4231,4236,241650
11/3/2008,3960,3965,237925
10/31/2008,3995,3990,230650
10/30/2008,4497,4500,223875
10/29/2008,4420.5,4425,217300
10/28/2008,4129,4090,215550
10/27/2008,3686,3709,213375
10/24/2008,3721,3725,211975
10/23/2008,3986,3965,209250
10/22/2008,4286,4285,207750
10/21/2008,4490,4510,205900
10/20/2008,4875.5,4826,212400
10/17/2008,4701,4650,211450
10/16/2008,4880,4819,212025
10/15/2008,5126,5060,211625
10/14/2008,5555,5520,211800
10/13/2008,5031,4920,209325
10/10/2008,5000,4880,209400
10/9/2008,5402,5341,209300
10/8/2008,5505,5440,208525
10/7/2008,5739,5630,208350
10/6/2008,5706,5611,198750
10/3/2008,5960,5885,198500
10/2/2008,6221,6190,199075
10/1/2008,6379,6361,199050
9/30/2008,6419,6399,198600
9/29/2008,6590,6555,198925
9/26/2008,6926,6885.5,200175
9/25/2008,6905,6866,200525
9/24/2008,6995,6995,201050
9/23/2008,7090,7091,202075
9/22/2008,7166,7140,206700
9/19/2008,6900,6867,209800
9/18/2008,6932,6890,204150
9/17/2008,6932,6886,203975
9/16/2008,6841,6795,203975
9/15/2008,6879,6820.5,204350
9/12/2008,7096,7056,203075
9/11/2008,6900,6866,204125
9/10/2008,6861,6850,203850
9/9/2008,6926,6878.5,202125
9/8/2008,6990,6970,200825
9/5/2008,7075,7035,200875
9/4/2008,7420,7375,182100
9/3/2008,7360,7309,180525
9/2/2008,7225,7181,179800
9/1/2008,7371,7360,173725
8/29/2008,7510,7450,173375
8/28/2008,7648,7590,170050
8/27/2008,7626,7561,167850
8/26/2008,7581,7510,166900
8/22/2008,7861,7762,163800
8/21/2008,7842,7745,156525
8/20/2008,7670,7565,156125
8/19/2008,7477,7391,156150
8/18/2008,7432,7410,154575
8/15/2008,7310,7275,154050
8/14/2008,7640,7590,153950
8/13/2008,7318,7240,151575
8/12/2008,7261,7226,151700
8/11/2008,7460.5,7380,151625
8/8/2008,7550,7430,150875
8/7/2008,7826,7685,151100
8/6/2008,7871,7721,150325
8/5/2008,7809.5,7621,148750
8/4/2008,7905,7755,146200
8/1/2008,8096,7910,144650
7/31/2008,8260.5,8075,142400
7/30/2008,8055,7858,137950
7/29/2008,8096,7913,136725
7/28/2008,8190,7976,136050
7/25/2008,8160,7955,133475
7/24/2008,8259.5,8031.5,130875
7/23/2008,8310,8110,129450
7/22/2008,8441,8226,129325
7/21/2008,8390,8161,128725
7/18/2008,8324,8096,128550
7/17/2008,8301,8086,127900
7/16/2008,8291,8085,125700
7/15/2008,8475.5,8275.5,125050
7/14/2008,8480,8271,124725
7/11/2008,8499,8291,124125
7/10/2008,8423,8279,124850
7/9/2008,8355,8200,124325
7/8/2008,8540,8370,122175
7/7/2008,8565,8410,122075
7/4/2008,8661,8501,122575
7/3/2008,8985,8812,122500
7/2/2008,8750.5,8595,122475
7/1/2008,8711,8550.5,122350
6/30/2008,8775.5,8585,122600
6/27/2008,8680,8500,122900
6/26/2008,8551,8388,123050
6/25/2008,8542,8374,122625
6/24/2008,8491.5,8341,123150
6/23/2008,8540.5,8385,123125
6/20/2008,8590,8421,124000
6/19/2008,8385.5,8228,124225
6/18/2008,8296,8126,123900
6/17/2008,8181,8042.5,123550
6/16/2008,8255,8040,122050
6/13/2008,8025,7865,121175
6/12/2008,7955,7815,120625
6/11/2008,7989,7841,121275
6/10/2008,8050,7921,120550
6/9/2008,8092.5,7980,121150
6/6/2008,8106,7986,122550
6/5/2008,7921,7789.5,123500
6/4/2008,8006,7871,122250
6/3/2008,8060,7927,122900
6/2/2008,7980,7850,123950
5/30/2008,8105,7955,124950
5/29/2008,8110,7981,126400
5/28/2008,8176,8061,125800
5/27/2008,8376,8230,124400
5/23/2008,8278,8155,125375
5/22/2008,8420,8301,125200
5/21/2008,8395,8290,124950
5/20/2008,8360,8236,122650
5/19/2008,8540,8410,122725
5/16/2008,8470,8342,121225
5/15/2008,8360,8193.5,120850
5/14/2008,8180,8090,121425
5/13/2008,8410,8300.5,121775
5/12/2008,8276,8171,121650
5/9/2008,8400,8270,121275
5/8/2008,8460,8285,110125
5/7/2008,8641,8505,109025
5/6/2008,8622,8480,109650
5/2/2008,8390,8225,109625
5/1/2008,8686,8540,110075
4/30/2008,8655,8500,110525
4/29/2008,8740,8585.5,109650
4/28/2008,8746,8601,110325
4/25/2008,8600,8521,110775
4/24/2008,8700.5,8595,112200
4/23/2008,8796,8695.5,112475
4/22/2008,8770,8650,113725
4/21/2008,8641.5,8551,113725
4/18/2008,8630,8532,114200
4/17/2008,8861.5,8750.5,116525
4/16/2008,8736.5,8635,116150
4/15/2008,8720,8589,117150
4/14/2008,8679.5,8520,116250
4/11/2008,8810,8660,115150
4/10/2008,8884.5,8720.5,116100
4/9/2008,8650,8550,115575
4/8/2008,8682,8559,115050
4/7/2008,8740,8641,116150
4/4/2008,8645,8510.5,115150
4/3/2008,8591,8441,112575
4/2/2008,8464,8345,112075
4/1/2008,8325.5,8197,111350
3/31/2008,8520,8410,112500
3/28/2008,8540,8456,115250
3/27/2008,8457,8350,117225
3/26/2008,8260,8150,118050
3/25/2008,8240,8100,120175
3/20/2008,7789,7665,121875
3/19/2008,8210.5,8112,122975
3/18/2008,8285,8161,124575
3/17/2008,8360,8140,125500
3/14/2008,8611,8490,125225
3/13/2008,8550,8445,127950
3/12/2008,8356,8280,128975
3/11/2008,8560.5,8500,130250
3/10/2008,8400.5,8310.5,131925
3/7/2008,8660,8560,134275
3/6/2008,8881,8810,135800
3/5/2008,8416,8320.5,138150
3/4/2008,8685,8581,139550
3/3/2008,8565,8495,141375
2/29/2008,8540.5,8460,143650
2/28/2008,8470,8440,144850
2/27/2008,8516,8430,146600
2/26/2008,8271,8225,149125
2/25/2008,8247,8220.5,149225
2/22/2008,8322,8283,141600
2/21/2008,8281,8241,135375
2/20/2008,8101,8050,135375
2/19/2008,8080,8040,140350
2/18/2008,7945,7920,144375
2/15/2008,7801,7781,150650
2/14/2008,7776,7766.5,154650
2/13/2008,7680.5,7656,157600
2/12/2008,7805,7800,159725
2/11/2008,7820.5,7790,164125
2/8/2008,7612,7560,169475
2/7/2008,7350,7360,171975
2/6/2008,7181,7190,171975
2/5/2008,7202,7225,174775
2/4/2008,7295,7295,177050
2/1/2008,7345,7339,177800
1/31/2008,7170.5,7170,178775
1/30/2008,7165,7190,170650
1/29/2008,7171,7179,171275
1/28/2008,6893,6910,171675
1/25/2008,7120,7126,172775
1/24/2008,7092,7070,174300
1/23/2008,7000.5,6980,176175
1/22/2008,6920,6850,178850
1/21/2008,6910,6895,180900
1/18/2008,7062,7055,183225
1/17/2008,7121.5,7125.5,185550
1/16/2008,7020,7022,191050
1/15/2008,7225.5,7251,194100
1/14/2008,7361,7390.5,198600
1/11/2008,7196,7220,199275
1/10/2008,7120.5,7135,199650
1/9/2008,7351,7370.5,200750
1/8/2008,7106,7140.5,200975
1/7/2008,6915.5,6950.5,201000
1/4/2008,6990.5,7035,198600
1/3/2008,6765,6818,198175
1/2/2008,6666,6706,198925
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
,0,0,0
