date,lme_copper_cash_settlement,lme_copper_3_month,lme_copper_stock
2/11/2016,4474,4466,224750
2/10/2016,4507,4504,227300
2/9/2016,4530.5,4526,228125
2/8/2016,4572.5,4577,227100
2/5/2016,4669,4668,228650
2/4/2016,4685,4681,232700
2/3/2016,4578.5,4580.5,235400
2/2/2016,4605.5,4601,239025
2/1/2016,4534,4525,239400
1/29/2016,4541.5,4535.5,242375
1/28/2016,4553.5,4545,241250
1/27/2016,4507.5,4510,240325
1/26/2016,4501,4501,237375
1/25/2016,4454,4455,238825
1/22/2016,4468,4456.5,237350
1/21/2016,4376,4379,238125
1/20/2016,4347,4352,235300
1/19/2016,4440.5,4436,236125
1/18/2016,4360,4360,233550
1/15/2016,4310.5,4320.5,234175
1/14/2016,4365.5,4368,233400
1/13/2016,4380,4377,235525
1/12/2016,4355,4368,236725
1/11/2016,4402.5,4406,238625
1/8/2016,4486.5,4489,236650
1/7/2016,4514,4508,238000
1/6/2016,4600,4601,235850
1/5/2016,4647,4647.5,235225
1/4/2016,4645,4640,235800
12/31/2015,4702,4701,236225
12/30/2015,4715,4720,236975
12/29/2015,4685,4687,237075
12/24/2015,4665.5,4676,235200
12/23/2015,4680,4685,233675
12/22/2015,4672.5,4690.5,232350
12/21/2015,4691,4702,232175
12/18/2015,4650,4654,231825
12/17/2015,4550,4555,231475
12/16/2015,4583,4588,231775
12/15/2015,4586,4600.5,232650
12/14/2015,4640,4640,232200
12/11/2015,4667,4669,232675
12/10/2015,4572,4570,231925
12/9/2015,4620,4613,232700
12/8/2015,4567.5,4567,235725
12/7/2015,4592.5,4598,235750
12/4/2015,4637,4637,237625
12/3/2015,4525,4517,239250
12/2/2015,4589,4582,239200
12/1/2015,4619,4608.5,243025
11/30/2015,4595.5,4589,244375
11/27/2015,4636,4620.5,243350
11/26/2015,4667,4650,244800
11/25/2015,4541,4529,247925
11/24/2015,4527,4512,250675
11/23/2015,4515.5,4500,251125
11/20/2015,4690,4655,252325
11/19/2015,4610,4600,255050
11/18/2015,4669,4660,255275
11/17/2015,4700,4687,258500
11/16/2015,4765,4765,262250
11/13/2015,4825,4810,258700
11/12/2015,4872.5,4860,261025
11/11/2015,4931,4912,256275
11/10/2015,4933.5,4925,258625
11/9/2015,4990,4980,261125
11/6/2015,5000,4995,266100
11/5/2015,5053,5040,269525
11/4/2015,5165.5,5157,263125
11/3/2015,5149,5127.5,266225
11/2/2015,5137.5,5115,267850
10/30/2015,5135.5,5116,267775
10/29/2015,5161,5155,270200
10/28/2015,5179,5167,273350
10/27/2015,5219.5,5216,274075
10/26/2015,5233,5221,277950
10/23/2015,5295,5285.5,277600
10/22/2015,5274,5268,280275
10/21/2015,5185.5,5182,284050
10/20/2015,5189,5182,289075
10/19/2015,5240,5231,293575
10/16/2015,5270,5260,292950
10/15/2015,5344,5326,293650
10/14/2015,5278,5252,297175
10/13/2015,5260.5,5252.5,300600
10/12/2015,5335,5324,303200
10/9/2015,5319,5305,305225
10/8/2015,5160,5149,305475
10/7/2015,5241,5240,308100
10/6/2015,5175,5160,312225
10/5/2015,5144.5,5134.5,317600
10/2/2015,5081,5075.5,319425
10/1/2015,5178,5168,320400
9/30/2015,5093,5071,323800
9/29/2015,5010,4994.5,323975
9/28/2015,4965,4944,324600
9/25/2015,5098,5071,325275
9/24/2015,5046,5040,322900
9/23/2015,5112,5108,327175
9/22/2015,5131,5126,330100
9/21/2015,5267,5255,335850
9/18/2015,5358,5349,335200
9/17/2015,5369,5362,333050
9/16/2015,5350,5349,334850
9/15/2015,5290,5278,337525
9/14/2015,5324,5305,340875
9/11/2015,5352,5336,342000
9/10/2015,5400,5382,344300
9/9/2015,5366,5354,346850
9/8/2015,5280,5256,346200
9/7/2015,5176,5171,352325
9/4/2015,5155.5,5150,355850
9/3/2015,5250,5223.5,360825
9/2/2015,5090.5,5070,362675
9/1/2015,5095,5084,367650
8/28/2015,5095,5076,371250
8/27/2015,5029,4999,370425
8/26/2015,4959,4931.5,369025
8/25/2015,5032,5011,355550
8/24/2015,4888,4887,356200
8/21/2015,5046,5040.5,353825
8/20/2015,5060.5,5065,353625
8/19/2015,5006.5,5007,354200
8/18/2015,5000.5,5005,353600
8/17/2015,5101,5107,350650
8/14/2015,5156,5165,350325
8/13/2015,5148,5156,350075
8/12/2015,5103,5118.5,350000
8/11/2015,5140,5160.5,354950
8/10/2015,5150,5165,354125
8/7/2015,5135.5,5145.5,352325
8/6/2015,5165,5176,351600
8/5/2015,5171.5,5179.5,350825
8/4/2015,5215.5,5227,347500
8/3/2015,5176.5,5187,346525
7/31/2015,5220,5221,345475
7/30/2015,5241,5255,346125
7/29/2015,5302,5315.5,345050
7/28/2015,5239.5,5255,344125
7/27/2015,5190,5200,342925
7/24/2015,5224.5,5240.5,343250
7/23/2015,5340,5350.5,340675
7/22/2015,5350.5,5369.5,338975
7/21/2015,5475.5,5505,339475
7/20/2015,5425,5446,339775
7/17/2015,5465,5490,340325
7/16/2015,5530,5546,337200
7/15/2015,5597,5621,337525
7/14/2015,5502.5,5526,338200
7/13/2015,5605.5,5625,331450
7/10/2015,5561.5,5580,329725
7/9/2015,5576,5590,330050
7/8/2015,5375,5385,328250
7/7/2015,5440.5,5455,329175
7/6/2015,5570,5590,321500
7/3/2015,5761.5,5780,321975
7/2/2015,5761,5781.5,322075
7/1/2015,5755.5,5764,323450
6/30/2015,5721,5734,324100
6/29/2015,5767,5775,307650
6/26/2015,5731,5744,310300
6/25/2015,5715.5,5732,309275
6/24/2015,5765,5779.5,311475
6/23/2015,5725,5734,314250
6/22/2015,5646,5670,315475
6/19/2015,5663,5680,317700
6/18/2015,5761,5779.5,318925
6/17/2015,5749,5772,318100
6/16/2015,5752,5786,318600
6/15/2015,5760.5,5790,314400
6/12/2015,5888.5,5904,314025
6/11/2015,5906,5920,317475
6/10/2015,6045.5,6050,308025
6/9/2015,5989,5993,310825
6/8/2015,5915,5930,312300
6/5/2015,5924.5,5938,315125
6/4/2015,5954,5960,318100
6/3/2015,5992,6011,318625
6/2/2015,5998.5,6010,317500
6/1/2015,5970.5,5990,320950
5/29/2015,6088.5,6095,322150
5/28/2015,6117,6111,325075
5/27/2015,6085,6084,327500
5/26/2015,6134.5,6132,327800
5/22/2015,6197.5,6201,330825
5/21/2015,6240,6238,332225
5/20/2015,6208,6205.5,334875
5/19/2015,6270,6285,337000
5/18/2015,6383,6387,337775
5/15/2015,6356,6360.5,338000
5/14/2015,6399,6400,338800
5/13/2015,6416,6413,337850
5/12/2015,6448,6445,338525
5/11/2015,6363,6363,339475
5/8/2015,6396.5,6392,339075
5/7/2015,6437,6435,339725
5/6/2015,6400.5,6404,341000
5/5/2015,6410,6408,341325
5/1/2015,6362,6355,339625
4/30/2015,6245,6218,337925
4/29/2015,6103,6087,338125
4/28/2015,6090.5,6085,338250
4/27/2015,6061,6060,338425
4/24/2015,6025.5,6030,337675
4/23/2015,5935,5933,336725
4/22/2015,5927,5931,337275
4/21/2015,5975,5967.5,338300
4/20/2015,6002,6010,341275
4/17/2015,6081,6082,336600
4/16/2015,6054,6062,337225
4/15/2015,5920.5,5915,337250
4/14/2015,5916.5,5913,337500
4/13/2015,6011.5,5995.5,333800
4/10/2015,6055,6040.5,330050
4/9/2015,6050,6027,330125
4/8/2015,6055,6030,331000
4/7/2015,6041,6025.5,333425
4/2/2015,6001.5,5983,333550
4/1/2015,6019.5,6000,332125
3/31/2015,6050.5,6021,332300
3/30/2015,6110,6087,334600
3/27/2015,6146,6125,337175
3/26/2015,6230,6215,339600
3/25/2015,6134.5,6110,342625
3/24/2015,6128,6108,342275
3/23/2015,6093.5,6061,340925
3/20/2015,5920,5900,341750
3/19/2015,5835,5812,342600
3/18/2015,5692.5,5675,340650
3/17/2015,5765,5746,342200
3/16/2015,5853,5835,337575
3/13/2015,5860,5837.5,333575
3/12/2015,5865.5,5850.5,330750
3/11/2015,5786,5767,330425
3/10/2015,5783.5,5756,328450
3/9/2015,5800,5770.5,326050
3/6/2015,5826.5,5805,323050
3/5/2015,5856,5829.5,318375
3/4/2015,5882,5866,308125
3/3/2015,5855,5836,297400
3/2/2015,5896,5885,297200
2/27/2015,5880.5,5841,296375
2/26/2015,5935.5,5913,295025
2/25/2015,5805,5782,295050
2/24/2015,5715,5710,295500
2/23/2015,5657,5651,299675
2/20/2015,5707,5692,298200
2/19/2015,5720,5708,298650
2/18/2015,5690,5680.5,298075
2/17/2015,5665.5,5665.5,295475
2/16/2015,5712,5705,295100
2/13/2015,5731,5720,295300
2/12/2015,5695,5681.5,292750
2/11/2015,5645.5,5649,288450
2/10/2015,5591,5581,289200
2/9/2015,5666,5660.5,286475
2/6/2015,5692,5666,284450
2/5/2015,5595,5587,284600
2/4/2015,5708,5686,252100
2/3/2015,5695,5670,250250
2/2/2015,5535.5,5506,250025
1/30/2015,5505,5465,248125
1/29/2015,5390.5,5369,247450
1/28/2015,5485.5,5455.5,244675
1/27/2015,5557,5521.5,238225
1/26/2015,5490,5450,236850
1/23/2015,5581,5551,235150
1/22/2015,5742,5712.5,225375
1/21/2015,5630.5,5600,219450
1/20/2015,5760.5,5740,216225
1/19/2015,5671,5642.5,210600
1/16/2015,5660,5655,200400
1/15/2015,5719,5667,198725
1/14/2015,5627,5555,194000
1/13/2015,5915,5840,191325
1/12/2015,6131,6058,187400
1/9/2015,6151,6081,187475
1/8/2015,6230.5,6160.5,179225
1/7/2015,6170,6105,178675
1/6/2015,6191,6121,178775
1/5/2015,6216,6150,178425
1/2/2015,6309,6247,177025
12/31/2014,6359,6289.5,177025
12/30/2014,6330,6272,172250
12/29/2014,6332,6254,171850
12/24/2014,6361,6319.5,171850
12/23/2014,6363,6316.5,172225
12/22/2014,6426.5,6382,168700
12/19/2014,6445.5,6397,170000
12/18/2014,6350.5,6318.5,170900
12/17/2014,6306,6270,172200
12/16/2014,6390,6350.5,172675
12/15/2014,6560,6500,167425
12/12/2014,6526.5,6480,166500
12/11/2014,6471.5,6422,166450
12/10/2014,6476,6424,166075
12/9/2014,6401,6355,165850
12/8/2014,6465.5,6406,164900
12/5/2014,6536,6479,163475
12/4/2014,6491,6435,164025
12/3/2014,6451,6391,165475
12/2/2014,6455,6385,166025
12/1/2014,6385,6313,164800
11/28/2014,6515.5,6461,164300
11/27/2014,6621.5,6562,161950
11/26/2014,6649,6590,162125
11/25/2014,6696,6654,163200
11/24/2014,6731,6680,161850
11/21/2014,6790,6725.5,160825
11/20/2014,6688,6621,161500
11/19/2014,6715,6644,160825
11/18/2014,6684,6617,160425
11/17/2014,6752,6676,159125
11/14/2014,6695,6621,159400
11/13/2014,6755.5,6695.5,159950
11/12/2014,6752.5,6689,160800
11/11/2014,6688,6625.5,162025
11/10/2014,6735.5,6676,161900
11/7/2014,6720.5,6645,159775
11/6/2014,6681,6620,160400
11/5/2014,6646,6584,160350
11/4/2014,6705.5,6660.5,162100
11/3/2014,6801,6730,162100
10/31/2014,6835.5,6770,162600
10/30/2014,6785,6706,162625
10/29/2014,6855,6785.5,162675
10/28/2014,6859.5,6800,161050
10/27/2014,6800.5,6738,159550
10/24/2014,6759.5,6696,159550
10/23/2014,6718.5,6668,157500
10/22/2014,6730.5,6690,157525
10/21/2014,6660,6621,157625
10/20/2014,6615,6570.5,157725
10/17/2014,6629,6580,157825
10/16/2014,6630,6585,157675
10/15/2014,6781,6746,154650
10/14/2014,6780.5,6729,151725
10/13/2014,6802,6725.5,151225
10/10/2014,6697,6640,149650
10/9/2014,6767,6712.5,149900
10/8/2014,6755,6706,149625
10/7/2014,6715,6682,150050
10/6/2014,6712.5,6680,150050
10/3/2014,6665,6630,150550
10/2/2014,6693.5,6652,151375
10/1/2014,6755,6712,152275
9/30/2014,6736,6687,152550
9/29/2014,6735.5,6694.5,154100
9/26/2014,6771,6721,154500
9/25/2014,6766,6725.5,155600
9/24/2014,6750,6715,156100
9/23/2014,6797,6750,152100
9/22/2014,6782,6735,153700
9/19/2014,6868.5,6827,154375
9/18/2014,6920,6884,154775
9/17/2014,6958.5,6920.5,155400
9/16/2014,6895.5,6857.5,156325
9/15/2014,6850,6820.5,156375
9/12/2014,6856,6835.5,156475
9/11/2014,6829,6803,155775
9/10/2014,6897.5,6871,155625
9/9/2014,6937,6930,154700
9/8/2014,7040.5,7030,154600
9/5/2014,6973,6960,154700
9/4/2014,6967,6950,154700
9/3/2014,6927,6905.5,154825
9/2/2014,6965.5,6947,147825
9/1/2014,6966.5,6942,148025
8/29/2014,6995,6971,148150
8/28/2014,7033,7001,148425
8/27/2014,7051,7030,147375
8/26/2014,7096,7070,146225
8/22/2014,7088,7077,146325
8/21/2014,7003,6985,146425
8/20/2014,6922,6905,145200
8/19/2014,6934.5,6906,145350
8/18/2014,6910,6887,141275
8/15/2014,6852.5,6845,141300
8/14/2014,6886.5,6873,141350
8/13/2014,6925.5,6917,141350
8/12/2014,7025.5,7010.5,140675
8/11/2014,7010.5,7003,141375
8/8/2014,7020,7005,142275
8/7/2014,6980.5,6971,143700
8/6/2014,6995,6977,144350
8/5/2014,7100.5,7103.5,145575
8/4/2014,7104,7096,146175
8/1/2014,7078,7060,146200
7/31/2014,7135.5,7120,146750
7/30/2014,7090,7065,147925
7/29/2014,7116,7102.5,149475
7/28/2014,7132,7120.5,150900
7/25/2014,7183.5,7180.5,152600
7/24/2014,7151,7145,154350
7/23/2014,7065,7070.5,156300
7/22/2014,7060.5,7065,157125
7/21/2014,6989.5,6989,158000
7/18/2014,7026.5,7026,157700
7/17/2014,7030.5,7041,158575
7/16/2014,7112,7123,159175
7/15/2014,7102.5,7105,159375
7/14/2014,7154.5,7140.5,159400
7/11/2014,7151,7140,158475
7/10/2014,7110,7090.5,158100
7/9/2014,7173,7156,159075
7/8/2014,7155,7153,158050
7/7/2014,7120.5,7115.5,159350
7/4/2014,7159,7151,156500
7/3/2014,7121,7118,157050
7/2/2014,7050,7035,156775
7/1/2014,7015,6995.5,154700
6/30/2014,6955,6935,154675
6/27/2014,6976,6938.5,155150
6/26/2014,6936.5,6911.5,156000
6/25/2014,6890.5,6871,156825
6/24/2014,6898.5,6875.5,157725
6/23/2014,6901,6880,158575
6/20/2014,6777.5,6766,159425
6/19/2014,6730.5,6725,160000
6/18/2014,6739,6737,160675
6/17/2014,6711,6702,161200
6/16/2014,6735,6700,162250
6/13/2014,6671.5,6642,163700
6/12/2014,6725,6670,165725
6/11/2014,6689.5,6657,166750
6/10/2014,6695.5,6670,166825
6/9/2014,6667.5,6660,167250
6/6/2014,6660.5,6656,167775
6/5/2014,6800,6771,167925
6/4/2014,6835,6779,168475
6/3/2014,6930,6868,168825
6/2/2014,7003,6923,170825
5/30/2014,6995.5,6906,171350
5/29/2014,6970,6876,172500
5/28/2014,7035,6945,169825
5/27/2014,7020,6921,176550
5/26/2014,0,0,175850
5/23/2014,6991,6919,175850
5/22/2014,6945.5,6870,177350
5/21/2014,6841,6805,179100
5/20/2014,6922.5,6884.5,180825
5/19/2014,0,0,186525
5/16/2014,6950,6877,186525
5/15/2014,6949,6886,191075
5/14/2014,6976.5,6927,197475
5/13/2014,6884.5,6844,202975
5/12/2014,6930,6878,205325
5/9/2014,6770,6724.5,208325
5/8/2014,6690.5,6659,213025
5/7/2014,6688,6660,216950
5/6/2014,6740,6699.5,225425
5/2/2014,6699,6666,229800
5/1/2014,6670.5,6642,231000
4/30/2014,6724,6710.5,233325
4/29/2014,6770,6750,235075
4/28/2014,6782,6750.5,237000
4/25/2014,6785.5,6775,238950
4/24/2014,6731,6720,239950
4/23/2014,6645,6636,240975
4/22/2014,6628.5,6625,241925
4/17/2014,6631,6632.5,242300
4/16/2014,6600,6604,242300
4/15/2014,6630,6631,242775
4/14/2014,6645,6635.5,244950
4/11/2014,6686,6690.5,248325
4/10/2014,6637.5,6627,250025
4/9/2014,6630.5,6626,250775
4/8/2014,6652,6650,252600
4/7/2014,6610.5,6616,254575
4/4/2014,6677,6681,257775
4/3/2014,6606,6610.5,260100
4/2/2014,6713,6707,261375
4/1/2014,6632,6629,263250
3/31/2014,6636,6626,265175
3/28/2014,6667,6654,267200
3/27/2014,6581,6570,268550
3/26/2014,6555,6551,269750
3/25/2014,6559.5,6560,266825
3/24/2014,6510,6503,263675
3/21/2014,6539.5,6526,265700
3/20/2014,6434.5,6430,267850
3/19/2014,6446,6435.5,269725
3/18/2014,6471.5,6450.5,271750
3/17/2014,6550,6545,253375
3/14/2014,6490,6467,251300
3/13/2014,6495,6460.5,253275
3/12/2014,6498,6470,255500
3/11/2014,6720.5,6689,257600
3/10/2014,6716,6690.5,265400
3/7/2014,6930.5,6915.5,269000
3/6/2014,7054.5,7035,272175
3/5/2014,7102.5,7055,273675
3/4/2014,7035,6996,275200
3/3/2014,7032.5,6962,273725
2/28/2014,7097.5,7026,276225
2/27/2014,7095,7024,274350
2/26/2014,7149,7076.5,276400
2/25/2014,7115,7055,279150
2/24/2014,7130,7061.5,282475
2/21/2014,7211.5,7151,285350
2/20/2014,7185,7132,289600
2/19/2014,7220,7181,290625
2/18/2014,7205,7171,293150
2/17/2014,7210,7174,296025
2/14/2014,7175.5,7131,299125
2/13/2014,7157,7118.5,300675
2/12/2014,7174.5,7137,302050
2/11/2014,7120,7099,303825
2/10/2014,7190.5,7144,306400
2/7/2014,7200,7159,308025
2/6/2014,7109,7060.5,309250
2/5/2014,7096,7060,311225
2/4/2014,7107,7060,313275
2/3/2014,7095.5,7051,313875
1/31/2014,7091,7062.5,314525
1/30/2014,7155,7116,316200
1/29/2014,7209,7160,318800
1/28/2014,7215,7172,322575
1/27/2014,7235,7200,325400
1/24/2014,7240,7207.5,326975
1/23/2014,7285,7258,327400
1/22/2014,7327,7289.5,328375
1/21/2014,7332,7282,330675
1/20/2014,7340,7310,334550
1/17/2014,7379.5,7340,335775
1/16/2014,7345.5,7327.5,336825
1/15/2014,7309,7291,336250
1/14/2014,7343,7320,337775
1/13/2014,7305.5,7276,340775
1/10/2014,7283.5,7258,343875
1/9/2014,7282,7263.5,348250
1/8/2014,7368,7357,351675
1/7/2014,7354,7335,353075
1/6/2014,7313.5,7290.5,356125
1/3/2014,7335.5,7323,359075
1/2/2014,7439.5,7422,365700
12/31/2013,7394.5,7371,365700
12/30/2013,7387,7380,367450
12/27/2013,7375,7365.5,370950
12/24/2013,7280,7272,371975
12/23/2013,7251,7238.5,379100
12/20/2013,7264.5,7245,382550
12/19/2013,7218.5,7217,383925
12/18/2013,7230,7227,384950
12/17/2013,7286,7272,386550
12/16/2013,7325.5,7310,389175
12/13/2013,7218.5,7219,393000
12/12/2013,7230,7214.5,396075
12/11/2013,7169.5,7162,399875
12/10/2013,7165.5,7161,402050
12/9/2013,7141,7145,405275
12/6/2013,7113,7112,408100
12/5/2013,7081,7086,411400
12/4/2013,6975,6975,415425
12/3/2013,6945,6948.5,418750
12/2/2013,7008.5,7014,420400
11/29/2013,7027,7030,423825
11/28/2013,6988,6996,429200
11/27/2013,7051.5,7070,431900
11/26/2013,7071,7075,434850
11/25/2013,7067.5,7070,437500
11/22/2013,7065.5,7065,439100
11/21/2013,6992,6994,442125
11/20/2013,6980,6985,445700
11/19/2013,6947,6957,447650
11/18/2013,6999.5,6996,448950
11/15/2013,6967.5,6975.5,451650
11/14/2013,6939,6949,455725
11/13/2013,7021.5,7030,457475
11/12/2013,7124,7128.5,459425
11/11/2013,7135,7131,462875
11/8/2013,7125.5,7127,465650
11/7/2013,7119,7118,467025
11/6/2013,7200,7198,468925
11/5/2013,7138.5,7155,469975
11/4/2013,7180,7190.5,474675
11/1/2013,7255.5,7264,476400
10/31/2013,7234,7241,476150
10/30/2013,7275.5,7278,476025
10/29/2013,7215.5,7224,476675
10/28/2013,7161,7177,478200
10/25/2013,7126,7134.5,480875
10/24/2013,7160,7171,485050
10/23/2013,7200.5,7215.5,489400
10/22/2013,7260,7274,492350
10/21/2013,7225.5,7250,494850
10/18/2013,7241.5,7270,497500
10/17/2013,7172,7205,500325
10/16/2013,7158.5,7182,502750
10/15/2013,7186,7215.5,503425
10/14/2013,7205.5,7225.5,508575
10/11/2013,7125,7156.5,509325
10/10/2013,7112.5,7142,512450
10/9/2013,7141,7178.5,515575
10/8/2013,7231.5,7268,517100
10/7/2013,7171,7204.5,523425
10/4/2013,7148,7182,525925
10/3/2013,7215.5,7245.5,529950
10/2/2013,7156,7182,531875
10/1/2013,7219,7236,533325
9/30/2013,7290.5,7296,538025
9/27/2013,7252.5,7275.5,541125
9/26/2013,7220.5,7245,545625
9/25/2013,7155,7190,547550
9/24/2013,7140.5,7173,551050
9/23/2013,7181,7215.5,556875
9/20/2013,7295,7329.5,562250
9/19/2013,7301.5,7330.5,568575
9/18/2013,7090.5,7118,571950
9/17/2013,7056.5,7087,574600
9/16/2013,7050,7085,574675
9/13/2013,7028.5,7060,577525
9/12/2013,7043.5,7076.5,579750
9/11/2013,7163,7192,585275
9/10/2013,7172,7207,588475
9/9/2013,7191.5,7226,594625
9/6/2013,7170.5,7200,600275
9/5/2013,7103,7132,603275
9/4/2013,7125.5,7160,603900
9/3/2013,7183.5,7215,602850
9/2/2013,7175.5,7200,589750
8/30/2013,7095,7122.5,588000
8/29/2013,7210.5,7241,577675
8/28/2013,7236,7277,574825
8/27/2013,7300.5,7317,576350
8/23/2013,7300.5,7331.5,564225
8/22/2013,7340.5,7368,565500
8/21/2013,7236,7271,566925
8/20/2013,7265.5,7300,572525
8/19/2013,7285.5,7305.5,577450
8/16/2013,7335.5,7374.5,584075
8/15/2013,7228,7248,584200
8/14/2013,7272.5,7300,588450
8/13/2013,7281,7317,589725
8/12/2013,7246,7275,592950
8/9/2013,7186,7211,594500
8/8/2013,7121.5,7157.5,597575
8/7/2013,6892,6920,601600
8/6/2013,7026.5,7045,605125
8/5/2013,6950.5,6966,606900
8/2/2013,7019,7031,608675
8/1/2013,6999,7010,610725
7/31/2013,6805,6810,612800
7/30/2013,6752,6775,613550
7/29/2013,6860.5,6883,618775
7/26/2013,6905.5,6925,621175
7/25/2013,6927.5,6950,622950
7/24/2013,7076.5,7098,627675
7/23/2013,6961,6990.5,632050
7/22/2013,6980,6990.5,634650
7/19/2013,6920,6925,638325
7/18/2013,6855.5,6887,640600
7/17/2013,6924,6940,641225
7/16/2013,6936.5,6965,641825
7/15/2013,6891.5,6920,637850
7/12/2013,6923,6940.5,640775
7/11/2013,6995.5,7020,645175
7/10/2013,6780,6785,646000
7/9/2013,6719,6728,650125
7/8/2013,6765,6779,656600
7/5/2013,6821,6842.5,660000
7/4/2013,6920.5,6926,663175
7/3/2013,6922,6920.5,660725
7/2/2013,6980,6950,659200
7/1/2013,6917,6919,662275
6/28/2013,6750.5,6775.5,665775
6/27/2013,6705.5,6732,667425
6/26/2013,6685.5,6715.5,671100
6/25/2013,6726.5,6765.5,674850
6/24/2013,6637.5,6676,678225
6/21/2013,6777,6806,664850
6/20/2013,6808,6835.5,643125
6/19/2013,6972.5,7005,638325
6/18/2013,6970.5,7010.5,632150
6/17/2013,7020.5,7067,629475
6/14/2013,7045,7085.5,618075
6/13/2013,7057.5,7093.5,608300
6/12/2013,7086,7121,609550
6/11/2013,7036,7070.5,609250
6/10/2013,7120,7155,609000
6/7/2013,7282,7316,609875
6/6/2013,7311,7346.5,610375
6/5/2013,7421.5,7460.5,612300
6/4/2013,7337.5,7370.5,614075
6/3/2013,7330.5,7365.5,617225
5/31/2013,7241,7270.5,608450
5/30/2013,7245.5,7285.5,611125
5/29/2013,7201.5,7235.5,613725
5/28/2013,7257,7299.5,619650
5/24/2013,7240,7277,621175
5/23/2013,7285.5,7320,623875
5/22/2013,7480,7510,627275
5/21/2013,7384,7410,624525
5/20/2013,7276,7297,628025
5/17/2013,7329.5,7350,629950
5/16/2013,7095.5,7125.5,624400
5/15/2013,7095.5,7145,627525
5/14/2013,7195.5,7225.5,618700
5/13/2013,7350.5,7380,606700
5/10/2013,7390.5,7377,604250
5/9/2013,7311,7336,605750
5/8/2013,7326,7355,605825
5/7/2013,7240.5,7270.5,604600
5/3/2013,7122,7151,608700
5/2/2013,6870.5,6900,616125
5/1/2013,6875,6906.5,618175
4/30/2013,7073.5,7105.5,618600
4/29/2013,7079,7117,617650
4/26/2013,7054.5,7100,619600
4/25/2013,7035,7055.5,618475
4/24/2013,6935.5,6974,620375
4/23/2013,6811,6842,621600
4/22/2013,6875.5,6916,613075
4/19/2013,6975,7010,614350
4/18/2013,6962.5,6997,612350
4/17/2013,7067,7091,608525
4/16/2013,7219,7250.5,611925
4/15/2013,7120.5,7155.5,611175
4/12/2013,7510,7545.5,593650
4/11/2013,7510,7545,590175
4/10/2013,7547,7575.5,587925
4/9/2013,7485.5,7516,587550
4/8/2013,7457.5,7491,579400
4/5/2013,7376,7415,579600
4/4/2013,7336.5,7375,579175
4/3/2013,7405.5,7436.5,572325
4/2/2013,7434.5,7469,571125
3/28/2013,7582.5,7613.5,569775
3/27/2013,7570,7605,567900
3/26/2013,7631,7661,566325
3/25/2013,7602,7640,565350
3/22/2013,7618,7656,562475
3/21/2013,7580,7626.5,557450
3/20/2013,7574.5,7605,550825
3/19/2013,7539,7569,547025
3/18/2013,7555.5,7590,543925
3/15/2013,7782,7811.5,525825
3/14/2013,7762,7790.5,522250
3/13/2013,7777.5,7808,520500
3/12/2013,7815,7840,517900
3/11/2013,7677,7701.5,513550
3/8/2013,7730,7745,509425
3/7/2013,7671,7710.5,481225
3/6/2013,7699.5,7733.5,473750
3/5/2013,7720,7745,472975
3/4/2013,7751,7742,462400
3/1/2013,7620.5,7665,458775
2/28/2013,7828,7855,446700
2/27/2013,7831,7864,444350
2/26/2013,7785,7795,438375
2/25/2013,7865.5,7890,430725
2/22/2013,7825,7849,424350
2/21/2013,7847.5,7875,420250
2/20/2013,8009.5,8039,412950
2/19/2013,8070,8107,411250
2/18/2013,8075.5,8113,404300
2/15/2013,8198.5,8235.5,401675
2/14/2013,8197,8235,399125
2/13/2013,8221,8260.5,398925
2/12/2013,8184.5,8220,399850
2/11/2013,8216,8258,399775
2/8/2013,8215,8241,399825
2/7/2013,8212,8253,388900
2/6/2013,8200,8230.5,386500
2/5/2013,8242.5,8286,385050
2/4/2013,8226,8265,374200
2/1/2013,8160,8190,376000
1/31/2013,8170,8216,371750
1/30/2013,8175.5,8215,371425
1/29/2013,8010.5,8046,371750
1/28/2013,8015,8050,341000
1/25/2013,8060,8091,342900
1/24/2013,8036,8076,344850
1/23/2013,8115.5,8150,344925
1/22/2013,8068,8105,342450
1/21/2013,8020.5,8051.5,345525
1/18/2013,8053,8085,345375
1/17/2013,7930,7960,345925
1/16/2013,7910.5,7940,349275
1/15/2013,7945,7970.5,333275
1/14/2013,8030,8070,329725
1/11/2013,8071,8090,330450
1/10/2013,8117,8150,326575
1/9/2013,8059,8095,329050
1/8/2013,8050.5,8085.5,327375
1/7/2013,7995.5,8032.5,319400
1/4/2013,8026,8060,320225
1/3/2013,8140.5,8166,320000
1/2/2013,8085,8112,320500
12/31/2012,7915,7930,320050
12/28/2012,7870,7875,318050
12/27/2012,7871.5,7900,318000
12/24/2012,7780,7801.5,317350
12/21/2012,7768.5,7792,312400
12/20/2012,7825.5,7852,311925
12/19/2012,7946,7987,304900
12/18/2012,8005.5,8038,300500
12/17/2012,8001,8025.5,298625
12/14/2012,8047.5,8065.5,272800
12/13/2012,8000.5,8030.5,269875
12/12/2012,8102,8130.5,269200
12/11/2012,8070,8100.5,261725
12/10/2012,8111.5,8138.5,259050
12/7/2012,7965.5,7991.5,255200
12/6/2012,8020.5,8047,253575
12/5/2012,8022,8055,249025
12/4/2012,7991,8010.5,249375
12/3/2012,7975.5,8015,251050
11/30/2012,7949,7955,248150
11/29/2012,7850,7867,249125
11/28/2012,7720,7744,249975
11/27/2012,7796,7805.5,249550
